0.666, 0.667, 0.793, 8.600
0.682, 0.655, 0.797, 8.612
0.656, 0.664, 0.807, 10.470
0.660, 0.679, 0.807, 8.760
0.688, 0.675, 0.811, 10.150
0.656, 0.671, 0.809, 8.735
0.675, 0.684, 0.816, 8.034
0.689, 0.667, 0.808, 8.858
0.677, 0.667, 0.784, 8.720
0.670, 0.678, 0.800, 9.613
0.676, 0.667, 0.775, 8.357
0.677, 0.642, 0.817, 8.924
0.692, 0.674, 0.779, 8.566
0.692, 0.666, 0.791, 9.005
0.675, 0.670, 0.802, 8.865
0.684, 0.679, 0.801, 9.949
0.666, 0.688, 0.804, 9.319
0.686, 0.673, 0.794, 8.920
0.680, 0.698, 0.786, 9.093
0.671, 0.668, 0.818, 8.515
0.648, 0.666, 0.791, 7.949
0.662, 0.672, 0.803, 8.336
0.667, 0.663, 0.798, 9.351
0.699, 0.661, 0.799, 8.362
0.674, 0.651, 0.805, 9.157
0.692, 0.658, 0.789, 8.532
0.653, 0.663, 0.801, 7.914
0.675, 0.655, 0.804, 8.964
0.665, 0.651, 0.805, 8.698
0.682, 0.663, 0.797, 8.030
0.670, 0.670, 0.804, 9.247
0.691, 0.687, 0.806, 7.963
0.686, 0.649, 0.791, 8.997
0.678, 0.674, 0.794, 8.577
0.677, 0.662, 0.801, 8.419
0.677, 0.655, 0.793, 8.901
0.674, 0.681, 0.782, 9.593
0.690, 0.672, 0.799, 8.662
0.679, 0.652, 0.807, 8.614
0.661, 0.688, 0.785, 8.123
0.679, 0.670, 0.801, 8.122
0.685, 0.666, 0.813, 7.514
0.679, 0.665, 0.791, 9.090
0.674, 0.674, 0.782, 8.620
0.676, 0.687, 0.794, 8.423
0.654, 0.661, 0.805, 9.094
0.680, 0.656, 0.820, 8.792
0.660, 0.683, 0.805, 7.786
