0.718, 0.730, 0.729, 15.545
0.678, 0.716, 0.751, 14.736
0.667, 0.704, 0.756, 19.192
0.672, 0.744, 0.708, 15.382
0.673, 0.717, 0.746, 16.827
0.673, 0.691, 0.751, 20.704
0.680, 0.721, 0.721, 18.333
0.675, 0.687, 0.753, 16.181
0.697, 0.680, 0.748, 18.834
0.671, 0.701, 0.746, 18.338
0.672, 0.684, 0.774, 20.138
0.681, 0.679, 0.769, 16.203
0.679, 0.675, 0.783, 19.858
0.684, 0.685, 0.771, 19.268
0.678, 0.677, 0.793, 18.517
0.683, 0.681, 0.773, 20.024
0.678, 0.696, 0.771, 18.276
0.670, 0.681, 0.778, 22.472
0.690, 0.671, 0.775, 17.289
0.687, 0.675, 0.770, 17.321
0.674, 0.682, 0.761, 22.717
0.667, 0.689, 0.761, 22.114
0.667, 0.680, 0.781, 18.496
0.657, 0.656, 0.803, 21.846
0.666, 0.665, 0.780, 20.240
0.674, 0.735, 0.734, 19.136
0.680, 0.720, 0.746, 19.324
0.655, 0.698, 0.750, 17.490
0.672, 0.681, 0.784, 16.217
0.665, 0.640, 0.820, 17.028
0.685, 0.689, 0.766, 18.622
0.666, 0.718, 0.745, 14.367
0.650, 0.655, 0.792, 14.816
0.654, 0.630, 0.839, 13.754
0.666, 0.681, 0.790, 16.642
0.677, 0.680, 0.759, 15.209
0.660, 0.662, 0.799, 17.686
0.684, 0.667, 0.801, 15.477
0.670, 0.680, 0.785, 16.452
0.651, 0.679, 0.787, 16.469
0.631, 0.640, 0.821, 17.151
0.657, 0.640, 0.832, 16.197
0.679, 0.639, 0.832, 19.167
0.672, 0.631, 0.830, 17.863
0.668, 0.638, 0.838, 20.375
0.644, 0.659, 0.838, 18.151
0.638, 0.647, 0.833, 19.276
0.657, 0.621, 0.857, 18.632
0.644, 0.582, 0.960, 21.504
0.641, 0.630, 0.839, 16.715
0.642, 0.626, 0.872, 21.183
0.673, 0.631, 0.867, 19.330
0.674, 0.687, 0.785, 17.459
0.656, 0.641, 0.856, 17.917
0.682, 0.649, 0.806, 17.224
0.649, 0.655, 0.820, 18.636
0.648, 0.664, 0.816, 21.799
0.667, 0.655, 0.848, 17.698
0.701, 0.651, 0.807, 19.086
0.646, 0.622, 0.869, 17.893
0.618, 0.677, 0.802, 15.524
0.651, 0.668, 0.802, 21.068
0.658, 0.631, 0.877, 21.713
0.667, 0.625, 0.876, 18.335
0.664, 0.642, 0.840, 17.901
0.682, 0.649, 0.822, 18.125
0.645, 0.649, 0.836, 21.066
0.647, 0.642, 0.850, 17.816
0.656, 0.653, 0.816, 18.399
0.664, 0.659, 0.818, 16.502
